image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1743854.jpeg,10-5-63,0.344786299,Faxe,0.931182176
1706189.jpeg,7/6 1937. | 7/6 37,0.110703243,Ærø Svendborg Amt | Æ,0.126447408
1744650.jpeg,22.5-1955,0.199821158,Skallingen,0.671551985
1705693.jpeg,MISSING,0.974849955,Bo,0.839984844
1707222.jpeg,28-8-1976,0.576789936,Krenkerup,0.755916945
1705610.jpeg,MISSING,0.978117611,MISSING,0.569066384
1744578.jpeg,MISSING,0.714922704,MISSING,0.460936647
1709742.jpeg,5-81,0.066738406,Jb. Dh.,0.056044256
1705703.jpeg,MISSING,0.973067596,SS,0.919893907
1709193.jpeg,29-8-1952,0.463016065,Dyrehaven,0.734825705
1709871.jpeg,12/7.1870,0.416674750,Ørholm,0.433607154
1728468.jpeg,MISSING,0.770472871,MISSING,0.478463171
1706014.jpeg,2.7.1950,0.653728403,Langeland,0.428557139
1707523.jpeg,13/6 1954,0.551242801,"Ørgaard Nors, Thy",0.318347984
1705993.jpeg,22.7.1989,0.656996059,Skejten v. Fuglsang,0.192691725
1706908.jpeg,5.5.1916,0.086641406,Hansted Skov,0.419645347
1708862.jpeg,26.10.72,0.486483783,Marselisb. Sk.,0.271115490
1709395.jpeg,27.IV.2022,0.444301303,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.215268263
1705998.jpeg,18/V 1994,0.655807821,Højrisplant,0.093770840
1709492.jpeg,MISSING,0.798990603,Dyrehaven,0.783543498
1743732.jpeg,7/5 96,0.092582601,Damhusmosen,0.293097908
1707367.jpeg,MISSING,0.895535011,SS,0.983167627
1707205.jpeg,31-7-1913,0.579463474,Dyrehaven,0.757996363
1710388.jpeg,3. VIII. 1991,0.396771749,NEJ:Høstemark Skov,0.206950591
1706066.jpeg,17.6.22,0.644519551,Dyrehaven,0.351024553
1709205.jpeg,16.4.27,0.461233707,Sorø,0.893455593
1705434.jpeg,5.6.1926,0.702446196,Halk,0.836717187
1742778.jpeg,MISSING,0.752352228,MISSING,0.175759321
1706150.jpeg,1882.,0.640360715,Aalborg,0.872067293
1705726.jpeg,12/8.1906,0.679869657,Vester Ulslev Haven,0.292206729
1707576.jpeg,12.6.1999,0.544410427,Tolne Bakker,0.431230676
1707253.jpeg,MISSING,0.905635041,Dyrehaven,0.071788421
1709811.jpeg,16.1.1988,0.421130646,Klostermølle EJ,0.247053653
1742805.jpeg,MISSING,0.747302213,MISSING,0.471927857
1706412.jpeg,8.7.1883,0.149915126,Husum,0.280621400
1707380.jpeg,MISSING,0.893158533,MISSING,0.539954532
1706779.jpeg,19-7-1908,0.611545923,Rungsted,0.706902092
1706510.jpeg,25/6 71,0.282403759,Dronninglund,0.582137011
1709162.jpeg,MISSING,0.814140649,MISSING,0.495098515
1743581.jpeg,MISSING,0.733043346,Boserup,0.886920279
1709351.jpeg,MISSING,0.804931798,MISSING,0.490048500
1706819.jpeg,4.VII.1968,0.607090027,SJÆLLAND RØRVIG,0.258936041
1705414.jpeg,12-6-1919,0.312703850,Tistrup,0.629369506
1708884.jpeg,13.10.1991,0.483513186,Marselisborg,0.598178236
1743497.jpeg,6/1862.,0.212594726,Ti | Kulhuset Jægerspris,0.139815095
1709391.jpeg,26.9. 1948,0.445489542,Dyrehaven Själl.,0.149618066
1705590.jpeg,27/7 1893,0.692346166,Aalborg,0.878008487
1709385.jpeg,10-IV-1976,0.162094574,Ejstrupholm,0.639469536
1709378.jpeg,12-10-1962,0.447866020,Dyrehaven,0.725913913
1706450.jpeg,17/6 1871,0.285077296,Jydske As,0.289533192
1707723.jpeg,24.5-1974,0.262797818,Skallingen,0.684325553
1706051.jpeg,6.6.1927,0.647490149,Høbjerg,0.606792968
1706339.jpeg,MISSING,0.941282207,Ti,0.137141558
1709062.jpeg,4/9 1940,0.472521976,Kulhus v. Jægerspris,0.164768112
1706895.jpeg,20-VII - 11-VIII - 2015,0.594910579,"DENMARK: 38 km North of Copenhagen, Strødam Naturreservat N55°57'E12°16'",0.142191573
1707890.jpeg,8.10.2009,0.531636860,"DANMARK: EJ, NH68 Hadsund",0.147241588
1705946.jpeg,13-5-1972,0.660857836,Skallingen,0.701257957
1705511.jpeg,MISSING,0.983464686,Lolland,0.879493786
1707517.jpeg,13/6 1954,0.265471355,"Ørgaard Nors, Thy",0.337359806
1705547.jpeg,7/6 1937. | 7/6 37,0.164768112,Ærø Svendborg Amt,0.082185511
1707020.jpeg,11-5-84,0.098523795,Klampenborg Dyrehave,0.159718096
1707807.jpeg,MISSING,0.869393756,Ti,0.917220370
1706373.jpeg,MISSING,0.936529251,MISSING,0.554213398
1707583.jpeg,17.V.1980,0.543222189,Gl. Ry,0.040597151
1705904.jpeg,28/7 1929. | 28/7 29,0.667690209,Ærø Svendborg Amt | Æ,0.121991513
1743525.jpeg,MISSING,0.741658078,MISSING,0.468660200
1706090.jpeg,MISSING,0.958214610,Veilø Bugt,0.450242498
1707958.jpeg,MISSING,0.858996666,Falster,0.608872386
1707806.jpeg,MISSING,0.869690815,Ti,0.917517430
1707738.jpeg,29.5.1981.,0.538172173,Blåvand,0.628478327
1707026.jpeg,16/9 1934. | 16/9 34,0.589860564,Hvidkilde Svendborg Amt,0.071194301
1706294.jpeg,22.VII.2021,0.626398909,"DENMARK: WJ, Poulsens Minde, 56.35N, 8.96E, 27 m",0.239330100
1709309.jpeg,8.5.1925,0.455886632,Saltholm,0.815031828
1707959.jpeg,MISSING,0.858699606,Falster,0.452321916
1709577.jpeg,28/4 1889,0.175462261,Donse,0.881276144
1707173.jpeg,13/8.1888.,0.157341619,Bognæs | MS,0.405089421
1728449.jpeg,MISSING,0.774037587,Kb,0.954352834
1705891.jpeg,4-7-1955,0.668878448,"Ørgaard Nors, Thy",0.281512580
1706850.jpeg,1.8.84,0.098820855,Nh,0.012079418
1706773.jpeg,20-6-1908,0.612437102,Tidsvilde,0.766611094
1707421.jpeg,23/6.1905,0.562531070,Mølgård Vendsyssel,0.215565323
1706247.jpeg,9-6-1971,0.632043043,Læsø,0.935935132
1706791.jpeg,4-8-1946,0.171303425,Hjørring,0.822161261
1709435.jpeg,19.V.2022,0.434498333,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.206059412
1743735.jpeg,9.75,0.092285541,Odense,0.896426190
1709301.jpeg,6/9.1907,0.456480752,Budamosen (Vester Ulslev),0.064361928
1707964.jpeg,MISSING,0.858105487,Falster,0.860481964
1705862.jpeg,MISSING,0.959996969,MISSING,0.563422249
1709965.jpeg,12/7 1939 | 12/7 39,0.076541376,Ærø Svendborg Amt,0.080106093
1709465.jpeg,22. 9. 18,0.431824795,Holte,0.724131555
1709327.jpeg,13-4-49,0.451727796,Dyrehaven,0.730072749
1705446.jpeg,15/5 1870,0.100900273,Dyrehaven,0.801070021
1708991.jpeg,5/9.1870,0.475492574,Hammeren Bornholm,0.151994544
1705467.jpeg,7/1870,0.311515611,Ørholm,0.916032131
1707968.jpeg,MISSING,0.856917248,Falster,0.625804789
1708022.jpeg,27.9.1884,0.179026978,Tebbestrup Bakker,0.199524098
1707386.jpeg,MISSING,0.891970294,MISSING,0.538766293
1743503.jpeg,MISSING,0.744034556,SS,0.444301303
1743809.jpeg,16.6.1929,0.351915732,Lellinge skov,0.440439527
1709289.jpeg,MISSING,0.808496514,Kb,0.961779327
1707674.jpeg,MISSING,0.880682025,MISSING,0.183779933
1709408.jpeg,27.IV.2022,0.440736587,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.230418309
1708820.jpeg,MISSING,0.832558351,MISSING,0.507575023
1709992.jpeg,30.10 1964,0.409248257,V.Sjælland Røsnæs Kongstrup Kl,0.247944832
1743827.jpeg,16.6.1929,0.348648075,Lellinge skov,0.438954229
1706451.jpeg,17/6.1871,0.617784177,Jydske Ås,0.203088815
1706912.jpeg,1883,0.593722340,Dyrehaven,0.589563504
1709524.jpeg,MISSING,0.793643528,Kb,0.957026372
1743000.jpeg,29.6.1986,0.376274629,Dybsø,0.702446196
1708483.jpeg,21.9.72,0.501930888,Blåvand,0.045350106
1744588.jpeg,MISSING,0.713140346,MISSING,0.459154289
1709342.jpeg,19-9-1953,0.232200667,Dyrehaven,0.728290391
1705751.jpeg,8-7-60,0.677790239,Vstr. Sømark,0.580948772
1744480.jpeg,MISSING,0.724725674,Øbjerggård,0.431824795
1743516.jpeg,6/6 92,0.212297666,Jægerspris,0.648678387
1728506.jpeg,MISSING,0.766611094,Esbjerg,0.848302516
1708967.jpeg,MISSING,0.826023037,Kb,0.964749924
1705552.jpeg,10-7-37,0.308842073,Rands Fj.,0.695613822
1706035.jpeg,21.VII.2021,0.649569567,"DENMARK: WJ, Gryde Å, 56.35N, 8.50E, 10 m",0.130309185
1706083.jpeg,13/6.1870,0.061688390,Rønne,0.314189148
1705646.jpeg,8.8.1936,0.686404971,Arnager,0.037032434
1706845.jpeg,11-8-49.,0.602040012,Vaserne,0.620457714
1709195.jpeg,29-8-1952,0.236359503,Dyrehaven,0.734231585
1706479.jpeg,MISSING,0.932667475,Al,0.985544104
1709339.jpeg,14-9-1953,0.155559260,Dyrehaven,0.786514095
1728598.jpeg,7.5.1948,0.169818127,Sorø Sjælland,0.327556835
1707375.jpeg,MISSING,0.894049712,MISSING,0.540845711
1705629.jpeg,10/6 1974,0.689078509,STRUER,0.655510761
1743787.jpeg,4/9 1940,0.053073659,Kulhus v. Jægerspris,0.163579873
1707056.jpeg,21.5.1949,0.098226735,Eremitagesletten Dyrehaven,0.153776902
1709228.jpeg,27. 3. 1948,0.080997272,Højkol,0.594613519
1709470.jpeg,MISSING,0.804040618,Dyrehaven,0.585107608
1743852.jpeg,10-6-63,0.205762352,Faxe,0.931776296
1710341.jpeg,23-6-1961,0.405980600,"MidtJylland Galgehøj, Hjarbæk",0.224774174
1705939.jpeg,2.8 1965,0.661749015,V.Sjælland Røsnæs Kongstrup.Kl,0.241706578
1705932.jpeg,11. 5. 49.,0.143973931,Herlev,0.907714459
1709984.jpeg,9-8-1973,0.146944529,Høvblege,0.438063049
1709920.jpeg,MISSING,0.776414065,Boserup,0.805822977
1742721.jpeg,17.5.22,0.216456502,Søllerød,0.646301910
1728474.jpeg,MISSING,0.769581691,MISSING,0.478166111
1744654.jpeg,9-7-1911,0.086047287,Asminderød,0.042379509
1706961.jpeg,MISSING,0.924646863,Dyrchaven,0.072976660
1707630.jpeg,MISSING,0.886029100,Bornholm,0.818002425
1743714.jpeg,20/8.1902,0.210812367,Ved Vester Ulslev,0.168926948
1709189.jpeg,29-8-1952,0.464204304,Dyrehaven,0.736013944
1708363.jpeg,17-6-1911,0.514110336,Asminderød,0.681354956
1743778.jpeg,9-8-36,0.015941194,Grib,0.663828433
1705757.jpeg,20-8-1979,0.304089118,Dueodde,0.404792361
1706806.jpeg,15/8 1968,0.607981206,Jylland Ringkøbing: Vedersø Klit,0.238735981
1707184.jpeg,MISSING,0.911873295,MISSING,0.545895726
1707250.jpeg,MISSING,0.906526220,Dyrehaven,0.090206123
1744583.jpeg,MISSING,0.714031525,MISSING,0.460045468
1708361.jpeg,14-5-1914 | 18/9,0.027229463,Vamdrup,0.618081237
1708757.jpeg,10/1873,0.247944832,Ho | Rask Horsens,0.191800546
1743564.jpeg,MISSING,0.736608063,Rye,0.396771749
1705821.jpeg,MISSING,0.964452865,Slesvig,0.621348894
1707448.jpeg,13/6-1939. | 13/6 39,0.558669294,Ærø Svendborg Amt,0.080700212
1743812.jpeg,16.6.1929,0.351321613,Lellinge skov,0.463610185
1706926.jpeg,19/5.1870,0.158232798,Dyrehaven,0.764828736
1708006.jpeg,MISSING,0.851273113,Lolland,0.858402546
1708411.jpeg,14.4.18,0.509357381,Tisvilde,0.742846317
1708384.jpeg,17-9.49.,0.252697787,Grib Skov.,0.631448924
1707809.jpeg,MISSING,0.869096696,Ti,0.969502880
1707691.jpeg,MISSING,0.878008487,Boserup,0.889593816
1706874.jpeg,26-7-1951,0.279136102,Nivå,0.940093968
1707915.jpeg,1.10.1929.,0.526289785,Jægerspris,0.454104274
1709576.jpeg,21/4 1889.,0.430636557,Rude Hegn,0.782058199
1705824.jpeg,Juli 1819.,0.302009700,Sielland,0.829290694
1708986.jpeg,MISSING,0.823349500,MISSING,0.180215217
1709081.jpeg,20.9.36,0.239627160,Vrist,0.925240982
1708934.jpeg,MISSING,0.827211276,Øbjerggaard,0.059311913
1708908.jpeg,22.8.1915,0.479057290,Horsens,0.652540164
1728600.jpeg,13.6.1950,0.045944226,Langå Jyll.,0.261609579
1706169.jpeg,MISSING,0.195959382,MISSING,0.376571688
1706113.jpeg,6/1870,0.641548954,Bornholm,0.823943619
1706511.jpeg,Septbr. 1887,0.615407699,Aalborg,0.868799636
1743746.jpeg,17/4 27,0.070303122,Liselund,0.210812367
1706508.jpeg,15/6-71,0.282700818,Dronninglund,0.615110640
1706938.jpeg,MISSING,0.927023340,Dyrehaven,0.651648985
1707725.jpeg,24-5-1974,0.538469233,Skallingen,0.581542892
1708743.jpeg,10/1872,0.493316156,Veile.,0.623131252
1705775.jpeg,MISSING,0.967720521,MISSING,0.565204607
1705502.jpeg,MISSING,0.985544104,MISSING,0.574116399
1743717.jpeg,17/8.1902,0.362609882,Vester Ulslev Havn,0.108623825
1707113.jpeg,17-19. 8. 1934.,0.581245832,Dyrehaven,0.428260079
1707967.jpeg,MISSING,0.857214307,Falster,0.860184905
1709054.jpeg,23.8.03,0.473413156,Mølbæk,0.831073052
1706109.jpeg,7/6 1870,0.641846014,Rø Bornholm,0.641846014
1707567.jpeg,5.11-6-1960,0.097632616,SV.Jylland Skallingen,0.262797818
1710000.jpeg,28/7 75,0.071194301,MISSING,0.176947560
1709548.jpeg,MISSING,0.788593513,MISSING,0.487969082
1728561.jpeg,MISSING,0.766314035,MISSING,0.477274932
1728482.jpeg,MISSING,0.768096393,Lolland,0.849490755
1707774.jpeg,MISSING,0.870284935,Øbjerggård,0.681949075
1743593.jpeg,MISSING,0.187641710,MISSING,0.369145196
1708446.jpeg,23-10.1971,0.162391634,"N-JYLLAND SKAGEN, STRANDKANT",0.050400121
1709757.jpeg,MISSING,0.783543498,MISSING,0.482919066
1708437.jpeg,13/10 80,0.066144286,Hareskov,0.256262504
1743060.jpeg,15.10.21,0.366174598,Dyrehaven,0.085453168
1707544.jpeg,MISSING,0.887811458,MISSING,0.534904517
1708707.jpeg,MISSING,0.841767202,MISSING,0.514407396
1706190.jpeg,23/5-1937. | 23/5-37,0.077135496,Tranekær Svendborg Amt,0.071491361
1706151.jpeg,MISSING,0.947817520,Bo,0.976038193
1708710.jpeg,21.10.1977.,0.498366172,Svinø strand,0.419348287
1708344.jpeg,20-9-36,0.517080934,Vrist,0.650757805
1709437.jpeg,24.4.1916,0.433904213,Vestermose,0.406574720
1706826.jpeg,aug 1964,0.605901788,Jylland,0.620754774
1709537.jpeg,MISSING,0.791564110,MISSING,0.488860261
1707270.jpeg,17-VIII-1976,0.572334041,Krenkerup,0.753540467
1728568.jpeg,MISSING,0.765125796,MISSING,0.476086693
1710375.jpeg,30.7.44,0.399445286,DANMARK | Kongelund,0.295177326
1707234.jpeg,MISSING,0.910685056,MISSING,0.544707487
1709911.jpeg,MISSING,0.777602304,MISSING,0.177244620
1707911.jpeg,24.5.1913,0.179324038,Ermelunden,0.436280691
1708432.jpeg,19.5.1975,0.505792664,DANMARK | FANØ KLITPLANTAGE,0.139220976
1706019.jpeg,19.V.2022,0.653134283,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.197741740
1709218.jpeg,28.9.1913,0.176947560,Dyrehaven,0.733340406
1743856.jpeg,10-5-63,0.344489239,Faxe,0.930885117
1743703.jpeg,MISSING,0.730369809,Boserup,0.842955441
1743520.jpeg,15/5.75,0.211703547,Bjergsted,0.435092452
1709753.jpeg,MISSING,0.784434677,MISSING,0.484107305
1708981.jpeg,MISSING,0.824537739,MISSING,0.503416187
1706970.jpeg,MISSING,0.924052743,Kb,0.974255835
1707771.jpeg,MISSING,0.871176114,Øbjerggård,0.041785390
1706920.jpeg,25.9.21,0.592831161,Dyrehaven,0.350430433
1709556.jpeg,IV. 91.,0.230121249,Sondbg,0.359342225
1743975.jpeg,MISSING,0.727102152,MISSING,0.461827827
1706956.jpeg,MISSING,0.925835102,Dyrehaven,0.280027281
1707550.jpeg,19-6-1955,0.550351622,Hvorup,0.904149742
1705816.jpeg,MISSING,0.965344044,Dyrehaven,0.635904820
1706296.jpeg,19.V.2022,0.625804789,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.200415277
1705731.jpeg,17-6-83,0.679572598,MISSING,0.565798727
1708347.jpeg,April 1943,0.516486814,Ø. Assels Mors,0.245865414
1705809.jpeg,MISSING,0.966829342,Dyrehaven,0.774334647
1728484.jpeg,MISSING,0.767502273,Lolland,0.848896635
1706795.jpeg,12/7 1945,0.608872386,Roden Skov Lolland,0.208138830
1705980.jpeg,19.6.96.,0.297553804,Onsild,0.667096090
1707680.jpeg,6/1870.,0.539954532,Bornholm,0.817408306
1708865.jpeg,26.10.72,0.244974235,Marselisb. Sk.,0.402712943
1705471.jpeg,7/1870.,0.700366778,Ørholm,0.836420127
1708849.jpeg,14-IV-1976,0.487969082,Ejstrupholm,0.640657775
1707267.jpeg,23.7.1998,0.573225220,Dyrehaven,0.754431646
1709843.jpeg,19.7.1928,0.225368293,Dronninglund,0.311812671
1707207.jpeg,20-8-62.,0.579166414,Dyrehaven,0.757699303
1706441.jpeg,14/6.1871,0.286265535,Dronninglund,0.305871476
1710378.jpeg,29. august 1993,0.398851167,"DK, NWZ, PG 27 Kongstrup, Røsnæs",0.191503486
1706417.jpeg,8.7.1883,0.619269476,Husum,0.766908154
1743053.jpeg,16.10.1933,0.367956957,Dyrehaven,0.645707790
1707844.jpeg,5/1874,0.113079721,Øbjergg,0.454401334
1743780.jpeg,22-9-36,0.015644135,Bhvbj.,0.016832373
1742985.jpeg,30.8.1997,0.378651106,Draved Skov,0.352806911
1743767.jpeg,3/8 1930.,0.357559867,8km S-V.f. Gram,0.103573810
1705841.jpeg,MISSING,0.961779327,Boserup,0.891079115
1706155.jpeg,MISSING,0.946926341,Lolland,0.871473174
1709032.jpeg,22/8. 1900,0.088423765,Kastbjerg,0.336468627
1728498.jpeg,20.5.1918,0.392018794,Trekroner,0.719675659
1709184.jpeg,27.VIII.1985,0.465095483,EJ: Alling,0.365877539
1709294.jpeg,MISSING,0.807011216,Kb,0.960294028
1706949.jpeg,26/5.1870,0.591345862,Dyrehaven,0.575898757
1744536.jpeg,MISSING,0.722052137,SS,0.948708700
1742732.jpeg,MISSING,0.761858139,Dyrehaven,0.718190361
1706822.jpeg,1976 juni,0.055153077,Vestjyll. Tipperne,0.313000909
1707009.jpeg,17/7.1901,0.590454683,Kjeldskov,0.795722946
1705573.jpeg,16-4-49.,0.694722643,Høveltsvang,0.346568657
1742714.jpeg,18.5.1929,0.381621704,Hovslund,0.718487420
1709961.jpeg,12/7 1939. | 12/7 39,0.076838436,Ærø Svendborg Amt,0.080403152
1708793.jpeg,MISSING,0.834043650,Veile,0.644222492
1707653.jpeg,6/1871,0.117535617,Hund. Lysset,0.020397090
1706054.jpeg,28.6.1938,0.646598969,Frejlev,0.437171870
1705423.jpeg,9.6.1919,0.704228554,Hobro,0.031982419
1744481.jpeg,MISSING,0.724428615,Øbjerggård,0.414001212
1743752.jpeg,18/4 27,0.359639285,Liselund,0.669472567
1706234.jpeg,1.7.28.,0.634122461,Eremitagen,0.690860867
1706053.jpeg,14.5.1938,0.646896029,Ærø,0.042082449
1707931.jpeg,13.5.1938.,0.258936041,Aasø,0.938608669
1709126.jpeg,25.9-1960,0.087829645,Jægerspr. N.sk.,0.322209761
1744683.jpeg,10-5-1956,0.198929979,Kongelunden,0.380730524
1705658.jpeg,15.7.37,0.684028493,Sose,0.704228554
1743987.jpeg,26-7-1951,0.329339194,Nivå,0.929993938
1742711.jpeg,18.5.1929,0.381918763,Hovslund,0.626695968
1706263.jpeg,MISSING,0.944252804,MISSING,0.558669294
1743036.jpeg,27.IV.2022,0.370036375,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.223288875
1706229.jpeg,1-6-50.,0.635310700,Hestehaven. Hillerød,0.277056684
1744693.jpeg,10-5-1956,0.197741740,Kongelunden,0.637390118
1707260.jpeg,9.VII.1985,0.575007578,NWZ: Bjergsted Bk.,0.187641710
1706761.jpeg,2/8 1930.,0.171600485,Aabenraa,0.823052440
1706336.jpeg,21/6.1869.,0.623428312,Nykjøbing lyng. | Tv,0.096444377
1705477.jpeg,Juni 1820.,0.699772658,Sielland,0.825131858
1728588.jpeg,6. v. 2007,0.384592301,DANMARK. NEZ: UC 11 Melby Overdrev,0.113970900
1708377.jpeg,27-4-49.,0.513219157,Frederikslund,0.441924826
1707830.jpeg,MISSING,0.865531979,SS,0.982276447
1706844.jpeg,5-8-1973.,0.602337072,Nordsk.v.Jæ.NEZ.,0.271412549
1707488.jpeg,19-5-1914,0.266362534,Vamdrup,0.803149439
1707767.jpeg,MISSING,0.872067293,Øbjerggård,0.038517733
1709569.jpeg,9/5.1901,0.430933616,Ved Kjeldskov,0.329042134
1743015.jpeg,19.V.2022,0.373304032,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.188829948
1707350.jpeg,MISSING,0.898208548,Bo,0.983464686
1707660.jpeg,MISSING,0.882761443,Al,0.982870567
1707854.jpeg,28-5-1965,0.534310397,V.Sjælland Røsnæs Kongstrup Kl,0.204277054
1707554.jpeg,14-5-1954,0.549757502,Kulhuse,0.807308275
1742744.jpeg,MISSING,0.758887542,Dyrehaven,0.779681722
1706459.jpeg,14/6.1871.,0.284186117,Jydske As,0.166847530
1709443.jpeg,24.9.1919,0.155262201,Aagesholm,0.724725674
1706785.jpeg,29-7-49.,0.610060624,asserbo,0.867908457
1707314.jpeg,17.6.22,0.565798727,Dyrehaven,0.332012731
1706983.jpeg,MISSING,0.922270385,MISSING,0.549757502
1705460.jpeg,MISSING,0.988217642,Veilø Bugt.,0.338845105
1706127.jpeg,6/1862,0.641251895,Alholm. Jægerspris | Ti,0.101494392
1742750.jpeg,MISSING,0.757402243,Øbjerggård,0.630854804
1742731.jpeg,MISSING,0.762155199,Dyrehaven,0.381918763
1705808.jpeg,MISSING,0.967126402,Dyrehaven,0.799881782
1742979.jpeg,MISSING,0.084264929,MISSING,0.471036678
1743544.jpeg,MISSING,0.739875720,Øbjerggård,0.414298272
1705847.jpeg,d. 13/4-1894,0.061985450,Dyrehaven,0.798693543
1743518.jpeg,MISSING,0.742252198,Falster,0.845034859
1707405.jpeg,7/5 70,0.034953016,Rø,0.578275235
1743914.jpeg,14/6 1955,0.105653228,Bommerlund Plantage DK Ap 36,0.143973931
1743574.jpeg,MISSING,0.734528645,SS,0.444004244
1743515.jpeg,MISSING,0.742549257,MISSING,0.468957260
1707174.jpeg,MISSING,0.913655653,MS,0.245271294
1705702.jpeg,MISSING,0.973364656,SS,0.988811761
1707783.jpeg,6/1862,0.534904517,Jægerspris,0.031091240
1708421.jpeg,25-9-1960,0.250915429,Jægerspr. N.sk.,0.278839042
1709754.jpeg,MISSING,0.190018187,MISSING,0.483810246
1707585.jpeg,8.VI.2003,0.542925129,Tofte Skov NEJ,0.410436496
1707744.jpeg,5-5-1974,0.536983935,SKALLINGEN,0.683137314
1708803.jpeg,13-10-46.,0.492127918,S.J. Rørbæk Sø,0.100009094
1709014.jpeg,6.9.02,0.475195514,Sonderburg,0.399742346
1707591.jpeg,2.6.48.,0.542331009,Tystofte Sjæll.,0.243488936
1709231.jpeg,8.10.21,0.459154289,Dyrehaven,0.417565929
1744632.jpeg,15/2 1934 | 15/2 34,0.313297969,Rudkøbing Svendborg Amt | Ru,0.173382843
1709025.jpeg,13/9 1887,0.474601394,København,0.740172780
1705482.jpeg,MISSING,0.987029403,Kb,0.978117611
1708881.jpeg,26-10-1972,0.096147317,Marselisborg Dyrh.,0.073570779
1743893.jpeg,13/6 1954,0.337953925,"Ørgaard Nors, Thy",0.317753865
1708381.jpeg,17-9-49,0.512327978,Grib Skov,0.743737496
1709174.jpeg,MISSING,0.084859048,MISSING,0.492127918
1744590.jpeg,MISSING,0.712843286,MISSING,0.458857229
1706958.jpeg,MISSING,0.925240982,Dyrehaven,0.796020006
1708386.jpeg,15/5 1960,0.511436799,Venø,0.645410731
1708338.jpeg,11/10 1925,0.517377993,"Sjæll., Gladsaxe",0.157341619
1743769.jpeg,10/8 1930.,0.208732949,"Jyll., Holmsld",0.310327372
1709123.jpeg,14-9-1953,0.156153380,Dyrehaven,0.736905123
1705889.jpeg,25/6-9/7 1943,0.669175508,Æbelø,0.922567445
1709896.jpeg,MISSING,0.780572901,Kb,0.954946954
1708452.jpeg,4/6 11,0.035844195,MISSING,0.441627766
1706423.jpeg,17/6.1871,0.113673841,Dronninglund,0.128229767
1705568.jpeg,25/4.42,0.695316763,Ø. Assels Mors.,0.160312216
1706334.jpeg,MISSING,0.941876326,MISSING,0.555401637
1709345.jpeg,14-5-1953,0.055747196,Dyrehaven,0.727993331
1707529.jpeg,27/5-85,0.550648681,Kjeld Sk. Kb,0.087829645
1728599.jpeg,18.5. 1947,0.382809942,Saltholm,0.812655350
1707055.jpeg,21-5-49.,0.273194908,Eremitagen,0.649866626
1707325.jpeg,MISSING,0.903258563,Bornholm,0.665313731
1706349.jpeg,MISSING,0.940093968,Ti,0.448163080
1707360.jpeg,MISSING,0.897317369,Kb,0.971879357
1708664.jpeg,9.78,0.249727190,Tommerup,0.657293119
1705529.jpeg,MISSING,0.981088209,MISSING,0.571739921
1707167.jpeg,13/8 1888,0.114267960,Bognæs | MS,0.405386481
1706460.jpeg,14/6 1871,0.283889057,Jydske As,0.166550470
1707057.jpeg,1.7.28.,0.585107608,Eremitagen,0.686999091
1708878.jpeg,26-10-1972,0.484404365,Marselisborg Dyreh.,0.198929979
1743924.jpeg,16/6 1962,0.334983328,Danmark. Lumssås Sj. odde,0.143676872
1706959.jpeg,MISSING,0.924943922,Dyrehaven,0.382512883
1706461.jpeg,14/6 1871,0.158529858,Jydske As,0.172788724
1744585.jpeg,MISSING,0.713734465,MISSING,0.459748409
1707869.jpeg,4.1.60.,0.260421340,Silkeborg,0.748787511
1709095.jpeg,1834 | 6-10-1914,0.024555926,Nagbøl Skov,0.363204001
1705425.jpeg,19.5.1940,0.703634435,Horsens,0.880682025
1744664.jpeg,19.5.87,0.013861776,Agger Strbr,0.011485299
1707331.jpeg,MISSING,0.901773265,Bornholm,0.697099121
1706973.jpeg,15/5 1870.,0.135656259,Dyrehaven | Kb,0.317159745
1709153.jpeg,19/9 75,0.069411943,MISSING,0.496880873
1705890.jpeg,23/6-29/6 1942,0.299930282,Hagebro v. Skive,0.055747196
1707614.jpeg,22.7.28.,0.541142771,Skagen Sønder strand,0.106544407
1709421.jpeg,27.IV.2022,0.437468930,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.228635950
1743511.jpeg,MISSING,0.188532889,MISSING,0.370036375
